﻿id,Tweet,Dialect
415,"""اذا تريدو امن حازم شلال برع ولاحد يزعل مو بقد المسواليه""",Yemeni
416,"""مطرود منبوذ مشرد هارب مو نعمل بك""",Yemeni
417,"""مو منجدك""",Yemeni
418,"""ماشاءالله مختفيين مو بالعاده يعنني بتحللون الاجازه علي اخر يوم""",Yemeni
419,"""مو بالقاءمه كلها""",Yemeni
420,"""لنفترض ان كلامكم صح وانها مو نفسها طيب الصوت نفسه قولوا زرفوا صوت الاصليه وعطوها""",Yemeni
421,"""اللاعب حينتقل لبرشلونه لكن مو هالسنه •""",Yemeni
422,"""شبوه الان فوضي سرقه ونهب والي اخر بعكس ايام النخبه واتحدي اي احد ينكر كيف اهله هذا ابن الطويل النسي ومن روس مرخه اصتاب في ارضه وتقول لي اصحاب الارض اذا النسسين مو اصحاب الارض اجل انت صاحب الارض يصاحب ذمار""",Yemeni
423,"""الكبتنيه مو تنسي تعدلها بعدين يلا يلا الحين""",Yemeni
424,"""حقيقه ذي مو كذبه""",Yemeni
425,"""انا مو مءيد لرده الفعل السريعه غالبا لكن احيانا تكون موفقه وفي وقتها وفي مراكز خلل يحتاجها الفريق وهذا اللي سواه الاهلي بجلب صانع لعب ممتاز وظهير ايسر ومحور محلي مميز مصل المجحد""",Yemeni
426,"""انا شفت انه مو كويس بس بمباراتنا وليته بكل مباراه لنا معكم مايقدم مستوي كويس""",Yemeni
427,"""انا اللي اشغل الخلاط مو هم بيتي الثاني""",Yemeni
428,"""ه لا مو كذا ياخي""",Yemeni
429,"""ايه عشان كذا اقول مو خوف ولكن هو مايبغي الشهره""",Yemeni
430,"""مذبحهالارهابالامارتي طردالاماراتمطلبشعبي شوفوا ياجماعه هذيلا الجن الي متوحدين معهم يتكلموا عن المذابح الوهميه للامارات وينسون انهم معتدين علي ارض الجنوب وحتي بعد هزيمتهم يتوعدون انهم حيكونوا عصابات قاطعي طريق للمسافرين الجنوبيين العاءدين اذا هذا مو ارهاب وش الارهاب""",Yemeni
431,"""قاطعوامدرجالاتحاد الي سوي الهاشتاق مو صاحي حبيبي فريقنا العام باسوا مستوي والدرجات فل فمابالك الان راح تشوفون جحيم في الجوهره""",Yemeni
432,"""وعاد جد مو كل وحده متزوجه تقليدي تحب زوجها او يحبها زوجها بس دا توفيق من الله وقدر والحمدلله الله اعطاني بقد نيتي""",Yemeni
433,"""قربك صعب وادري سماك نجوم وحظي عثر مو امس الين اليوم نامي علي همس الحكي بعض الهموم غيوم وانسي الفرح لجل البكي ما به زمان يدوم ولا تحرميني الشمس شوفي ظلام ويءس من عقب ليله امس عيا الخفوق ينوم""",Yemeni
434,"""ه جالس ابررلك مو اطلب منشن""",Yemeni
435,"""معليش البرد مو مخليني اركز وضحكت علي شيء مايضحك""",Yemeni
436,"""ويكون من قلبها مو مجامله""",Yemeni
437,"""اذا طفشت ادخل تويتر ويصير مو بس طفش اللي بعدو""",Yemeni
438,"""ياحب بعض الانديه للاساليب القديمه قبل ساعه مطلعين هاشتاق ضد الهيءه والحين ناديهم معلن انهم انهوا كل المتطلبات تري مو لازم هالحركات عشان تطلع بدور بطولي""",Yemeni
439,"""يعمي اللمبه عاكسه فراسك روح شفلك حل مو معقوله اي واحد فضي شويه وصار طفشان فتح السناب وقام يورطنا بهروجو البايخه""",Yemeni
440,"""دمت سالم وانت سالم وربي يحفظك للجنوب عاش الوطن الجنوبي تسلم علا زيارات الجنوبيين في المستشفيات مو مثل حكومه الفنادق والصنادل""",Yemeni
441,"""قصدك شرعيه الحوثي ولا شرعيه الاصلاح ولا شرعيه الاقاليم ولا شرعيه السعوديه ولا شرعيه الامارات ولا شرعيه الانتقالي ولا شرعيه الشعب ولا شرعيه البندق ولا شرعيه الفيد شف هذي كلها شرعيات بس شرعيه عبدربه مركوز مو من ضمنها""",Yemeni
442,"""طحت بزواج فجاه مافي شي فيني ولا في شيء بالارض عشان يطيحني والمشكله مو هنا المشكله قعدت فالارض اطل عاللي ماسكين ضحكتهم واضحك علي اشكالهم ه""",Yemeni
443,"""الامور مو تحت السيطره انا والسيطره تحت الامور""",Yemeni
444,"""الارض مو متساويه والتوي مفصلي""",Yemeni
445,"""مو المارشال الي كتب مطابخ الاصلاح""",Yemeni
446,"""لا مو عصيده يعني تقدري تقولي زي البسكوت ومحشيه تمر""",Yemeni
447,"""ليتك تحمل معاني اسمك فقط انت الي سقطت وصادوك الاخونجيه مصلحه الشعب اليمني مع السعوديه والامارات مو من قطر او تركيا""",Yemeni
448,"""البيان مو بيان الرءيس البيان جاء من قطر بلسان الاخوان التحالف بلدم بين السعوديه والامارات والشعب اليمني الرءيس هادي يعرف مصلحه الشعب اليمني انه مع التحالف العربي مو تحالف الاخوان""",Yemeni
449,"""ممكن بس مو بحل""",Yemeni
450,"""مدري ايش عاجب الكافيهات ف اللمبات البنفسجيه قسم بالله كميه ملحجه مو طبيعيه اي كافيه حاطها احسه واطي وحق المولعين""",Yemeni
451,"""مو صانع جناح ايسر بس انغبنت وسييرا باقي يبغي خيمينز وفيتشو""",Yemeni
452,"""اصلا فان دايك المفروض يقعد جنب اليسون مو جنب ذول الحشاشين""",Yemeni
453,"""القتل مو هين بالنسبه للمءمن ام الزاني والزانيه بما انهم اقدموا علي فعلتهم توقعي منهم اي شيء اذا احسوا بالخطر لن يردعهم شيء""",Yemeni
454,"""نحن الميدان ياحميدان مو بتويتر يابقل""",Yemeni
455,"""شرايك فالحب قبل الزواج يقولو حلو بس عن نفسي ابدا مو خاش بالي مفضله الزواج التقليدي لان خيره الله افضل من اختياري طبعا""",Yemeni
456,"""حقتي حلوه مو سيءه وكمان تلوينك حلو كاول مره""",Yemeni
457,"""كنتم قادميين لطرد الامارات من عدن ومن التحالف وقمتم بدعس رمز دولتهم والتهجم علي قياداتهم جات من الجو مو نعمل لها""",Yemeni
458,"""السءال ذا مو موجود""",Yemeni
459,"""طيب خافي عليا قولي بوديك الدكتور نشوف اش في مو تتفاولي علي بالحصي يا ست الحبايب""",Yemeni
460,"""المحبه من الله ملي لمو الحسد""",Yemeni
461,"""السلام عليكم بانعطيك رد تم نقله من الاخ قناف السعدي يافع عجيبه والعجب في شيخها من صوت واحد جت يفاعه كلها ماهي مثل حاشد بساعه حومها ماحد حمي صادق سوا نسوانها يا نساء بيت الاحمر لمو رجالكم""",Yemeni
462,"""لمو كه""",Yemeni
463,"""لمو هكه ه فخ مسمم""",Yemeni
464,"""لمو اكه وافصيح كما شتنديهم يحرروا غرفه نومك اللي الحوثي راقد بينيه""",Yemeni
465,"""جزاك الله خير ياكبدي يارقد ذلحين قلك لي بنفسك لمو ماقلكها علحوثي سنين يدعس فيكم""",Yemeni
466,"""شبوه تنادي ياجيوش اتوافدي من كل وادي لبو اشبال الجنوب لمو الايادي ضد حزب المعتدي وحمو بلادي من عصابات الحروب هاتو جوادي وشبكوها في يدي مقبض زنادي منه العاصي يتوب من فوق حدي يابراكين اوقدي قادي بقادي ننطلق من كل صوب""",Yemeni
467,"""عاجل بدا الزحف الاكبر ودوله عظمي تتدخل لدعم الشرعيه والامارات في ورطه حقيقيه وقواتها تستعد للفرار من عدن الحقينتصر عدنتنتصر الشرعيهتنتصر""",Yemeni
468,"""بدا بعض البرلمانيين بالتحرك لكن هم فقط كتله المستقلين في البرلمان اليمني تطالب هادي بمخاطبه مجلس الامن لاخراج القوات الاماراتيه من كل اراضي اليمن وهنا يتساءل البعض اين دور الاحزاب ذات الشعبيه الكبيره لماذا صمتها""",Yemeni
